"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Kid Cudi","Anabelle","F","0","Simpson","227.34322","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","Up Up & Away","69"
"Klaus Doldinger's Passport","Adler","M","3","Barrera","460.43383","free","New York-Newark-Jersey City, NY-NJ-PA","198","Fairy Tale","100"
"Aesop Rock","Anabelle","F","1","Simpson","245.65506","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","235","None Shall Pass (Main)","69"
"Salt 'n' Pepa with En Vogue","Bronson","M","0","Harris","296.202","free","Eugene, OR","134","Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version)","33"
"Tiger Army","Bronson","M","1","Harris","129.38404","free","Eugene, OR","134","Ghost Tigers Rise (Album Version)","33"
"NEEDTOBREATHE","Bronson","M","2","Harris","225.82812","free","Eugene, OR","134","Don't Wait For Daylight (Album Version)","33"
"Baby Huey & The Baby Sitters","Tegan","F","0","Levine","194.7424","free","Portland-South Portland, ME","243","Hard Times (LP Version)","80"
"Justin Bieber","Tegan","F","1","Levine","220.89098","free","Portland-South Portland, ME","243","Somebody To Love","80"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Tegan","F","2","Levine","238.65424","free","Portland-South Portland, ME","243","Walk Like A Woman (Album Version)","80"
"Taylor Swift","Tegan","F","3","Levine","230.47791","free","Portland-South Portland, ME","243","You Belong With Me","80"
"Ottmar Liebert","Tegan","F","4","Levine","174.54975","free","Portland-South Portland, ME","243","Festival (Of 7 Lights)","80"
"The Roots","Jacob","M","0","Klein","285.6224","paid","Tampa-St. Petersburg-Clearwater, FL","72","Dynamite!","73"
"Foo Fighters","Jacob","M","1","Klein","235.28444","paid","Tampa-St. Petersburg-Clearwater, FL","72","Learn To Fly","73"
"El Hombre Burbuja","Jacob","M","2","Klein","161.33179","paid","Tampa-St. Petersburg-Clearwater, FL","72","Buzos (En La Luna)","73"
"Rock Kills Kid","Jacob","M","3","Klein","271.38567","paid","Tampa-St. Petersburg-Clearwater, FL","72","Back To Life (Album Version)","73"
"Manu Chao","Jacob","M","4","Klein","288.15628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Me Quedo Contigo [Si Me Das A Elegir]","73"
"B.o.B","Jacob","M","5","Klein","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","72","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Baby Boy Da Prince / Mannie Fresh","Jacob","M","6","Klein","235.2322","paid","Tampa-St. Petersburg-Clearwater, FL","72","Naw Meen","73"
"Gerry Rafferty","Jacob","M","7","Klein","224.39138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Don't Close The Door","73"
"the bird and the bee","Jacob","M","10","Klein","165.642","paid","Tampa-St. Petersburg-Clearwater, FL","72","Again & Again","73"
"Blur","Jacob","M","11","Klein","361.58649","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sing","73"
"Puerto Rican Power","Jacob","M","12","Klein","305.44934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Juguete De Nadie","73"
"Hercules And Love Affair","Jacob","M","13","Klein","471.74485","paid","Tampa-St. Petersburg-Clearwater, FL","72","Blind (Frankie Knuckles Remix)","73"
"BeyoncÃÂ©","Jacob","M","14","Klein","235.67628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Kitty Kat","73"
"Burt Bacharach","Jacob","M","15","Klein","200.54159","paid","Tampa-St. Petersburg-Clearwater, FL","72","Pacific Coast Highway","73"
"Common","Jacob","M","16","Klein","144.16934","paid","Tampa-St. Petersburg-Clearwater, FL","72","Be (Intro)","73"
"Ra Ra Riot","Jacob","M","17","Klein","152.71138","paid","Tampa-St. Petersburg-Clearwater, FL","72","Can You Tell","73"
"Flyleaf","Jacob","M","18","Klein","167.8624","paid","Tampa-St. Petersburg-Clearwater, FL","72","There For You","73"
"Neil Young","Jacob","M","19","Klein","414.69342","paid","Tampa-St. Petersburg-Clearwater, FL","72","Danger Bird (Album Version)","73"
"A Day To Remember","Jacob","M","20","Klein","87.50975","paid","Tampa-St. Petersburg-Clearwater, FL","72","You Already Know What You Are","73"
"Del Tha Funkee Homosapien","Jacob","M","21","Klein","199.07873","paid","Tampa-St. Petersburg-Clearwater, FL","72","Sleepin' On My Couch","73"
"Leopoldo Federico","Jacob","M","22","Klein","205.73995","paid","Tampa-St. Petersburg-Clearwater, FL","72","La Cachila","73"
"Moose","Jacob","M","23","Klein","490.21342","paid","Tampa-St. Petersburg-Clearwater, FL","72","Do You Remember","73"
"Wyclef Jean","Jacob","M","24","Klein","242.07628","paid","Tampa-St. Petersburg-Clearwater, FL","72","Knockin' On Heaven's Door","73"
"Alvin And The Chipmunks","Jacob","M","25","Klein","166.47791","paid","Tampa-St. Petersburg-Clearwater, FL","72","Coast 2 Coast","73"
"Anthrax","Jacob","M","26","Klein","458.23955","paid","Tampa-St. Petersburg-Clearwater, FL","72","Who Cares Wins","73"
"Beatsteaks","Jacob","M","27","Klein","177.8673","paid","Tampa-St. Petersburg-Clearwater, FL","72","Jane Became Insane","73"
"Nouvelle Vague","Anabelle","F","0","Simpson","132.70159","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","249","Too Drunk Too F****","69"
"Mastodon","Anabelle","F","1","Simpson","218.87955","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","249","Divinations (Album Version)","69"
"The Killers","Anabelle","F","2","Simpson","245.99465","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","249","Sam's Town","69"
"Alanis Morissette","Stefany","F","0","White","175.82975","free","Lubbock, TX","186","Right Through You (LP Version)","83"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Hoobastank","Cierra","F","0","Finley","241.3971","free","Richmond, VA","132","Say The Same","96"
"Mark Knopfler","Cierra","F","1","Finley","249.3122","free","Richmond, VA","132","Why Aye Man","96"
"Mogwai","Cierra","F","2","Finley","341.28934","free","Richmond, VA","132","We're No Here","96"
"The Casualties","Cierra","F","3","Finley","181.49832","free","Richmond, VA","132","Punx Unite","96"
"The Living End","Ryan","M","0","Smith","188.62975","free","San Jose-Sunnyvale-Santa Clara, CA","433","Roll On (Album Version)","26"
"Aloe Blacc","Rylan","M","0","George","244.1922","free","Birmingham-Hoover, AL","402","I Need A Dollar","16"
"Faith No More","Rylan","M","1","George","326.50404","free","Birmingham-Hoover, AL","402","Helpless","16"
"Chris Cornell","Aleena","F","0","Kirby","353.69751","paid","Waterloo-Cedar Falls, IA","350","Sunshower (Great Expectations Soundtrack)","44"
"Weezer","Aleena","F","1","Kirby","203.93751","paid","Waterloo-Cedar Falls, IA","350","My Name Is Jonas","44"
"Stream of Passion feat. Ayreon","Aleena","F","2","Kirby","257.56689","paid","Waterloo-Cedar Falls, IA","350","Valley Of The Queens","44"
"Lupe Fiasco","Aleena","F","3","Kirby","273.94567","paid","Waterloo-Cedar Falls, IA","350","Shining Down [feat. Matthew Santos] (Amended Album Version)","44"
"Tom Petty","Aleena","F","4","Kirby","263.23546","paid","Waterloo-Cedar Falls, IA","350","Runnin' Down A Dream","44"
"The Killers","Aleena","F","5","Kirby","220.89098","paid","Waterloo-Cedar Falls, IA","350","When You Were Young","44"
"Afghan Whigs","Aleena","F","6","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","350","I'm Her Slave (Album)","44"
"CSS","Aleena","F","7","Kirby","213.75955","paid","Waterloo-Cedar Falls, IA","350","Let's Make Love And Listen To Death From Above [Dan Carey Mix] (remastered album version)","44"
"Mos Def / Talib Kweli","Aleena","F","8","Kirby","141.37424","paid","Waterloo-Cedar Falls, IA","350","History","44"
"Ryan Leslie","Aleena","F","9","Kirby","203.96363","paid","Waterloo-Cedar Falls, IA","350","How It Was Supposed To Be","44"
"Mark Lowry","Aleena","F","10","Kirby","168.28036","paid","Waterloo-Cedar Falls, IA","350","Get Together With The Lord (The Best Of Mark Lowry - Volume 2 Version)","44"
"Beirut","Aleena","F","11","Kirby","230.19057","paid","Waterloo-Cedar Falls, IA","350","Nantes","44"
"MODESELEKTOR FEAT. PUPPETMASTAZ","Aleena","F","12","Kirby","52.79302","paid","Waterloo-Cedar Falls, IA","350","THE DARK SIDE OF THE FROG","44"
"Kid Cudi / Kanye West / Common","Aleena","F","13","Kirby","237.76608","paid","Waterloo-Cedar Falls, IA","350","Make Her Say","44"
"Julie Ruin","Aleena","F","14","Kirby","142.47138","paid","Waterloo-Cedar Falls, IA","350","Breakout A-Town","44"
"Sons And Daughters","Aleena","F","15","Kirby","165.90322","paid","Waterloo-Cedar Falls, IA","350","The Bell","44"
"Children 18:3","Aleena","F","16","Kirby","178.52036","paid","Waterloo-Cedar Falls, IA","350","Mock The Music","44"
"Chris Cagle","Aleena","F","17","Kirby","232.85506","paid","Waterloo-Cedar Falls, IA","350","Miss Me Baby","44"
"John Waite","Aleena","F","18","Kirby","269.76608","paid","Waterloo-Cedar Falls, IA","350","Missing You","44"
"Basshunter","Aleena","F","19","Kirby","223.32036","paid","Waterloo-Cedar Falls, IA","350","Walk On Water","44"
"Jay-Z / Lil Wayne","Aleena","F","20","Kirby","236.01587","paid","Waterloo-Cedar Falls, IA","350","Hello Brooklyn 2.0","44"
"Snow Patrol","Aleena","F","21","Kirby","273.6322","paid","Waterloo-Cedar Falls, IA","350","It's Beginning To Get To Me","44"
"Coldcut","Aleena","F","22","Kirby","203.07546","paid","Waterloo-Cedar Falls, IA","350","Autumn Leaves","44"
"Magic Dirt","Aleena","F","23","Kirby","251.79383","paid","Waterloo-Cedar Falls, IA","350","Plastic Loveless Letter","44"
"J. Karjalainen & Mustat Lasit","Aleena","F","24","Kirby","336.74404","paid","Waterloo-Cedar Falls, IA","350","Sinisten tÃÂ¤htien alla","44"
"OneRepublic","Aleena","F","25","Kirby","224.67873","paid","Waterloo-Cedar Falls, IA","350","Secrets","44"
"Nirvana","Aleena","F","26","Kirby","219.08853","paid","Waterloo-Cedar Falls, IA","350","Come As You Are","44"
"Joyce Cooling","Aleena","F","27","Kirby","248.11057","paid","Waterloo-Cedar Falls, IA","350","It's Time I Go (Jazz)","44"
"Beastie Boys","Aleena","F","28","Kirby","211.722","paid","Waterloo-Cedar Falls, IA","350","Unite (2009 Digital Remaster)","44"
"Usher Featuring Lil' Jon & Ludacris","Aleena","F","29","Kirby","250.38322","paid","Waterloo-Cedar Falls, IA","350","Yeah!","44"
"Nelly / Paul Wall / Ali & Gipp","Aleena","F","30","Kirby","272.50893","paid","Waterloo-Cedar Falls, IA","350","Grillz","44"
"The Audition","Aleena","F","31","Kirby","207.20281","paid","Waterloo-Cedar Falls, IA","350","The Running Man","44"
"Savage Garden","Aleena","F","32","Kirby","277.26322","paid","Waterloo-Cedar Falls, IA","350","Truly Madly Deeply","44"
"Adam Green","Aleena","F","33","Kirby","141.00853","paid","Waterloo-Cedar Falls, IA","350","Festival Song","44"
"Tom Petty","Aleena","F","34","Kirby","204.82567","paid","Waterloo-Cedar Falls, IA","350","Square One (Album Version)","44"
"Muse","Aleena","F","35","Kirby","209.34485","paid","Waterloo-Cedar Falls, IA","350","Supermassive Black Hole (Album Version)","44"
"The Gerbils","Jordan","F","0","Hicks","27.01016","free","Salinas, CA","304","(iii)","37"
"Robert Plant","Jordan","F","1","Hicks","265.66485","free","Salinas, CA","304","Dancing In Heaven (2006 Remastered LP Version)","37"
"Metallica","Jordan","F","2","Hicks","387.02975","free","Salinas, CA","304","Welcome Home (Sanitarium)","37"
"Infected Mushroom","Jordan","F","3","Hicks","506.51383","free","Salinas, CA","304","Deeply Disturbed","37"
"Eliza Doolittle","Jordan","F","4","Hicks","184.60689","free","Salinas, CA","304","Rollerblades","37"
"Alvin And The Chipmunks","Jordan","F","5","Hicks","162.63791","free","Salinas, CA","304","Ain't No Party","37"
"Chromeo","Jordan","F","6","Hicks","348.65587","free","Salinas, CA","304","You're So Gangsta","37"
"Keisha White","Kevin","M","0","Arellano","251.42812","free","Harrisburg-Carlisle, PA","387","Brother","66"
"Juanes","Kevin","M","1","Arellano","247.37914","free","Harrisburg-Carlisle, PA","387","Damelo","66"
"Karnivool","Ryan","M","0","Smith","470.80444","free","San Jose-Sunnyvale-Santa Clara, CA","445","Umbra","26"
"WES","Cecilia","F","0","Owens","221.57016","free","Atlanta-Sandy Springs-Roswell, GA","444","Alane","6"
"Asia 2001","Cecilia","F","1","Owens","150.30812","free","Atlanta-Sandy Springs-Roswell, GA","444","Epilogue","6"
"Spike Milligan","Samuel","M","0","Gonzalez","220.39465","free","Houston-The Woodlands-Sugar Land, TX","384","Nothing At All","61"
"Laura Izibor","Anabelle","F","0","Simpson","211.56526","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","378","Carousel (PSILY Album Version)","69"
"Ryan Adams","Braden","M","0","Parker","248.5024","free","Youngstown-Warren-Boardman, OH-PA","246","Wonderwall","74"
"Method Man","Adelyn","F","1","Jordan","204.64281","free","Chicago-Naperville-Elgin, IL-IN-WI","391","The Motto","7"
"The Stanley Brothers","Adelyn","F","2","Jordan","179.69587","free","Chicago-Naperville-Elgin, IL-IN-WI","391","I'm A Man Of Constant Sorrow","7"
"Dexter Freebish","Adelyn","F","3","Jordan","210.54649","free","Chicago-Naperville-Elgin, IL-IN-WI","391","Deeper","7"
"Jamiroquai","Jacob","M","0","Rogers","362.05669","free","San Diego-Carlsbad, CA","432","Talullah","18"
"Michael Cera & Ellen Page","Matthew","M","0","Jones","116.71465","paid","Janesville-Beloit, WI","439","Anyone Else But You","36"
"The Cat Empire","Matthew","M","1","Jones","218.22649","paid","Janesville-Beloit, WI","439","How To Explain","36"
"Bryn Terfel / Berliner Philharmoniker / Claudio Abbado","Matthew","M","2","Jones","967.36608","paid","Janesville-Beloit, WI","439","Wotan's Farewell & Magic Fire Music","36"
"The Fugees","Matthew","M","3","Jones","281.20771","paid","Janesville-Beloit, WI","439","Ready Or Not","36"
"Hardline","Matthew","M","4","Jones","234.73587","paid","Janesville-Beloit, WI","439","Everything","36"
"The Funky Lowlives","Matthew","M","5","Jones","280.34567","paid","Janesville-Beloit, WI","439","Sail Into the Sun","36"
"DL Incognito","Matthew","M","6","Jones","221.07383","paid","Janesville-Beloit, WI","439","Proof","36"
"Justice","Matthew","M","7","Jones","243.40853","paid","Janesville-Beloit, WI","439","TTHHEE PPAARRTTYY","36"
"Earth_ Wind & Fire","Theodore","M","1","Smith","178.20689","free","Houston-The Woodlands-Sugar Land, TX","447","Night Dreamin'","52"
"Strawbs","Matthew","M","8","Jones","255.81669","paid","Janesville-Beloit, WI","439","Sheep","36"
"Angus & Julia Stone","Matthew","M","9","Jones","172.85179","paid","Janesville-Beloit, WI","439","Wasted","36"
"Sara Bareilles","Matthew","M","10","Jones","260.8322","paid","Janesville-Beloit, WI","439","Love Song","36"
"Bruna Caram","Matthew","M","11","Jones","198.63465","paid","Janesville-Beloit, WI","439","Meus Sonhos","36"
"Nando Reis","Matthew","M","12","Jones","239.82975","paid","Janesville-Beloit, WI","439","O Segundo Sol","36"
"The Black Keys","Matthew","M","13","Jones","189.28281","paid","Janesville-Beloit, WI","439","Same Old Thing","36"
"Kreator","Matthew","M","14","Jones","294.53016","paid","Janesville-Beloit, WI","439","Riot Of Violence","36"
"Audioslave","Matthew","M","15","Jones","277.83791","paid","Janesville-Beloit, WI","439","Show Me How To Live","36"
"Red Hot Chili Peppers","Matthew","M","16","Jones","269.34812","paid","Janesville-Beloit, WI","439","Parallel Universe (Album Version)","36"
"Manu Chao","Matthew","M","17","Jones","288.15628","paid","Janesville-Beloit, WI","439","Me Quedo Contigo [Si Me Das A Elegir]","36"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Matthew","M","18","Jones","277.15873","paid","Janesville-Beloit, WI","439","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","36"
"Ron Carter","Matthew","M","19","Jones","497.13587","paid","Janesville-Beloit, WI","439","I CAN'T GET STARTED","36"
"Lifehouse","Theodore","M","2","Harris","195.47383","free","Red Bluff, CA","440","You And Me (Wedding Version)","14"
"Yann Tiersen","Kaylee","F","0","Summers","158.71955","free","Phoenix-Mesa-Scottsdale, AZ","333","La Valse D'AmÃÂ©lie (Version Piano)","8"
"ISRAEL & NEW BREED","Kaylee","F","1","Summers","176.48281","free","Phoenix-Mesa-Scottsdale, AZ","333","Awesome Medley","8"
"Stellar Kart","Molly","F","1","Taylor","186.17424","free","St. Louis, MO-IL","396","Jesus Loves You (Album Version)","35"
"Mynt","Celeste","F","2","Williams","166.94812","free","Klamath Falls, OR","52","Playa Haters","53"
"Taylor Swift","Celeste","F","3","Williams","230.47791","free","Klamath Falls, OR","52","You Belong With Me","53"
"Amy Winehouse","Celeste","F","4","Williams","229.85098","free","Klamath Falls, OR","52","Valerie","53"
"Jimmy Eat World","Celeste","F","5","Williams","285.83138","free","Klamath Falls, OR","52","Dizzy","53"
"Maldita Nerea","Anabelle","F","0","Simpson","241.162","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","158","Supelicula","69"
"Fluke","Connar","M","0","Moreno","478.92853","free","Houston-The Woodlands-Sugar Land, TX","168","Bermuda","62"
"Habib KoitÃÂ©","Jayden","M","0","Fox","285.1522","free","New Orleans-Metairie, LA","185","Din Din Wo","101"
"The Kooks","Sara","F","0","Johnson","132.25751","paid","Winston-Salem, NC","152","Eddie's Gun","95"
"Blues Traveler","Sara","F","1","Johnson","290.24608","paid","Winston-Salem, NC","152","Hook","95"
"Coldplay","Sara","F","2","Johnson","298.762","paid","Winston-Salem, NC","152","Shiver","95"
"Tom Petty And The Heartbreakers","Sara","F","3","Johnson","183.01342","paid","Winston-Salem, NC","152","The Wild One_ Forever","95"
"Girl Talk","Sara","F","4","Johnson","173.24363","paid","Winston-Salem, NC","152","Give and Go","95"
"Florence + The Machine","Sara","F","5","Johnson","258.55955","paid","Winston-Salem, NC","152","Cosmic Love","95"
"Three Drives","Sara","F","6","Johnson","411.6371","paid","Winston-Salem, NC","152","Greece 2000","95"
"Jonas Brothers","Sara","F","7","Johnson","192.36526","paid","Winston-Salem, NC","152","Sorry","95"
"Tevin Campbell","Sara","F","8","Johnson","293.04118","paid","Winston-Salem, NC","152","Round And Round (Soul Mix Edit)","95"
"Sting","Sara","F","9","Johnson","257.12281","paid","Winston-Salem, NC","152","Windmills Of Your Mind","95"
"The Champs","Sara","F","10","Johnson","132.0224","paid","Winston-Salem, NC","152","Tequila","95"
"RÃÂ¶yksopp","Sara","F","11","Johnson","214.93506","paid","Winston-Salem, NC","152","Poor Leno Jakatta Radio Mix","95"
"Avenged Sevenfold","Sara","F","12","Johnson","312.11057","paid","Winston-Salem, NC","152","Bat Country (Album Version)","95"
"Sam Cooke","Sara","F","13","Johnson","122.04363","paid","Winston-Salem, NC","152","Ain't Misbehavin","95"
"Apulanta","Sara","F","14","Johnson","219.53261","paid","Winston-Salem, NC","152","Hallaa","95"
"Era","Sara","F","15","Johnson","200.56771","paid","Winston-Salem, NC","152","Cathar Rhythm","95"
"Klaus Badelt","Sylvie","F","1","Cruz","128.62649","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","210","Moonlight Serenade","10"
"Parov Stelar","Sara","F","16","Johnson","281.5473","paid","Winston-Salem, NC","152","KissKiss","95"
"Florence + The Machine","Lily","F","0","Koch","290.48118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Rabbit Heart (Raise It Up)","15"
"De La Soul","Sara","F","17","Johnson","221.72689","paid","Winston-Salem, NC","152","Me_ Myself & I","95"
"Lil Wayne / T-Pain","Sara","F","18","Johnson","244.58404","paid","Winston-Salem, NC","152","Got Money","95"
"Cher","Lily","F","1","Koch","167.41832","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Milord","15"
"Edge Of Dawn","Lily","F","2","Koch","253.72689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Losing Ground","15"
"The Black Keys","Sara","F","19","Johnson","223.84281","paid","Winston-Salem, NC","152","Elevator","95"
"Smokie Norful","Lily","F","3","Koch","337.84118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","I Need You Now (Build A Bridge Version)","15"
"Adam Lambert","Sara","F","20","Johnson","227.39546","paid","Winston-Salem, NC","152","Whataya Want From Me","95"
"Pulp","Sara","F","21","Johnson","208.95302","paid","Winston-Salem, NC","152","Little Girl (With Blue Eyes)","95"
"Alliance Ethnik","Lily","F","4","Koch","265.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Creil City","15"
"Tricky","Sara","F","22","Johnson","212.79302","paid","Winston-Salem, NC","152","Ponderosa","95"
"John Butler Trio","Lily","F","5","Koch","223.68608","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Betterman (full-length/album version)","15"
"Culture Club","Sara","F","23","Johnson","282.48771","paid","Winston-Salem, NC","152","Believe (Demo)","95"
"The Temper Trap","Lily","F","6","Koch","192.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Fader","15"
"La Mosca Tse-Tse","Sara","F","24","Johnson","195.082","paid","Winston-Salem, NC","152","Patadas En El Corazon","95"
"Cute Is What We Aim For","Lily","F","7","Koch","201.22077","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Finger Twist & Split (Album Version)","15"
"Jack Johnson","Sara","F","25","Johnson","236.72118","paid","Winston-Salem, NC","152","Bubble Toes","95"
"Siriusmo","Lily","F","8","Koch","272.61342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Simple","15"
"Creedence Clearwater Revival","Sara","F","26","Johnson","312.89424","paid","Winston-Salem, NC","152","Feelin' Blue","95"
"Alberto Plaza","Lily","F","9","Koch","271.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Seas Cruel (vivo)","15"
"Brand New","Sara","F","27","Johnson","188.49914","paid","Winston-Salem, NC","152","Not The Sun","95"
"Sean Lennon","Lily","F","10","Koch","202.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Into The Sun","15"
"K-OS","Sara","F","28","Johnson","211.33016","paid","Winston-Salem, NC","152","EMCEE Murdah","95"
"Nana Caymmi","Lily","F","11","Koch","251.0624","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Acercate Mas (2000 Digital Remaster)","15"
"Casino Versus Japan","Sara","F","29","Johnson","86.30812","paid","Winston-Salem, NC","152","Moonlupe","95"
"the bird and the bee","Sara","F","30","Johnson","281.23383","paid","Winston-Salem, NC","152","Ray Gun","95"
"Skyforger","Lily","F","12","Koch","38.94812","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","In the Yard of the Father's Son","15"
"Bryan Ferry","Lily","F","13","Koch","265.87383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Slave To Love (1999 Digital Remaster)","15"
"The Black Keys","Sara","F","31","Johnson","196.91057","paid","Winston-Salem, NC","152","All Hands Against His Own","95"
"Foxy Shazam","Lily","F","14","Koch","201.74322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wanna-be Angel (Album Version)","15"
"The Ruts","Sara","F","32","Johnson","338.96444","paid","Winston-Salem, NC","152","West One (Shine On Me)","95"
"Old 97's","Lily","F","15","Koch","231.28771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Victoria (LP Version)","15"
"Lonnie Gordon","Lily","F","16","Koch","181.21098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","15"
"Bon Iver","Sara","F","33","Johnson","220.70812","paid","Winston-Salem, NC","152","For Emma","95"
"Florence + The Machine","Lily","F","17","Koch","219.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Dog Days Are Over (Radio Edit)","15"
"Glen Washington","Sara","F","34","Johnson","193.82812","paid","Winston-Salem, NC","152","One Of These Days","95"
"Mad Cobra","Lily","F","18","Koch","230.68689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Flex","15"
"Dropout Year","Sara","F","35","Johnson","227.36934","paid","Winston-Salem, NC","152","This Notebook","95"
"Flogging Molly","Lily","F","19","Koch","260.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Punch Drunk Grinning Soul","15"
"Young Rebel Set","Sara","F","36","Johnson","248.55465","paid","Winston-Salem, NC","152","If I Was","95"
"Sneaker Pimps","Lily","F","20","Koch","260.91057","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Spin Spin Sugar","15"
"Righteous Brothers","Sara","F","37","Johnson","215.90159","paid","Winston-Salem, NC","152","Unchained Melody","95"
"Me First And The Gimme Gimmes","Sara","F","38","Johnson","64.39138","paid","Winston-Salem, NC","152","Jonny's Blessing","95"
"Texas In July","Lily","F","21","Koch","190.69342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Aurora","15"
"Alice In Chains","Sara","F","39","Johnson","230.60853","paid","Winston-Salem, NC","152","God Smack","95"
"10 Years","Lily","F","22","Koch","229.95546","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wasteland","15"
"Juanes","Lily","F","23","Koch","233.40363","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Siento Penas","15"
"Cat Stevens","Sara","F","43","Johnson","200.202","paid","Winston-Salem, NC","152","Wild World","95"
"Passion Pit","Lily","F","24","Koch","174.75873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Sleepyhead","15"
"The Temper Trap","Sara","F","44","Johnson","192.67873","paid","Winston-Salem, NC","152","Fader","95"
"OneRepublic","Lily","F","25","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Secrets","15"
"Diplo","Sara","F","45","Johnson","96.86159","paid","Winston-Salem, NC","152","Florida","95"
"Afro Celt Sound System","Sara","F","46","Johnson","425.01179","paid","Winston-Salem, NC","152","Even In My Dreams","95"
"PeterLicht","Lily","F","26","Koch","306.80771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Heiterkeit","15"
"M.A. Numminen","Sara","F","47","Johnson","166.55628","paid","Winston-Salem, NC","152","TULENLIEKKI","95"
"Limp Bizkit","Sara","F","49","Johnson","214.5171","paid","Winston-Salem, NC","152","Rollin' (Air Raid Vehicle)","95"
"Downhere","Sara","F","50","Johnson","230.71302","paid","Winston-Salem, NC","152","In America (Album Version)","95"
"Roots Manuva","Sara","F","51","Johnson","233.92608","paid","Winston-Salem, NC","152","No Love","95"
